r (A),g(r)_weighted_Mg-Cl,g(r)_weighted_K-Cl,g(r)_weighted_Mg-Mg,g(r)_weighted_K-K,g(r)_weighted_Na-Cl,g(r)_weighted_Cl-Cl,g(r)_weighted_Na-Na,S_i_Mg-Cl,S_i_K-Cl,S_i_Na-Cl,Average_SCL,lambda_BC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
0.14953102606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
0.2990620521212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
0.44859307818181815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
0.5981241042424242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
0.7476551303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
0.8971861563636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
1.0467171824242425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
1.1962482084848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
1.3457792345454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
1.4953102606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
1.6448412866666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
1.7943723127272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
1.9439033387878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
2.093434364848485,0.07063051984900372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.71905,3.80599721669684
2.2429653909090908,1.2725233405236729,0.0,0.0,0.0,0.0,0.0,0.0,0.8989224382349231,1.0,1.0,2.71905,3.80599721669684
2.392496416969697,1.1993036602227944,0.0,0.0,0.0,0.05909171127439338,0.0,0.0,0.15815515325044688,1.0,1.0,2.71905,3.80599721669684
2.542027443030303,0.4507797173479591,0.0024660454441169767,0.0,0.0,0.3374665654816809,0.0,0.0,0.15815515325044688,1.0,1.0,2.71905,3.80599721669684
2.691558469090909,0.2003864730639129,0.026922099656457477,0.0,0.0,0.41190158290119083,0.0,0.0,0.15815515325044688,1.0,0.021777474798364203,2.71905,3.80599721669684
2.841089495151515,0.07402702410715437,0.14206767184219368,0.0,0.0,0.385615640547029,0.003002163183123862,0.00011564208123431864,0.15815515325044688,1.0,0.021777474798364203,2.71905,3.80599721669684
2.9906205212121213,0.031196857005352692,0.21046802879842183,0.0008181540178030914,0.0,0.276684430656005,0.05294095474579282,0.0010500954923525138,0.15815515325044688,0.7714422149752533,0.021777474798364203,2.71905,3.80599721669684
3.140151547272727,0.018423792418554498,0.20876672742637095,0.0054032111382479875,-4.431859464395232e-05,0.18883664752825824,0.25542313185918797,0.0026034651397311417,0.15815515325044688,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
3.2896825733333332,0.01478517716062585,0.1834843479677215,0.03287774643330839,0.00013195590443459198,0.1348317387836696,0.6994089297134979,0.006135971068284391,0.15815515325044688,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
3.4392135993939394,0.013894243203908623,0.14249983764380333,0.06352068385116386,0.0004939972671876815,0.09959232906981905,1.0477834189059387,0.011433618834679195,0.15815515325044688,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
3.588744625454545,0.012397669390683574,0.10691457766646763,0.0787584181040363,0.0009755132289058934,0.08019251790922069,1.158600972243952,0.0181619716437724,0.15815515325044688,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
3.7382756515151514,0.015657446657535976,0.0862772223608381,0.07854538512622884,0.002090206809104737,0.06887417975781346,1.1140029612964726,0.025687291258595226,0.15815515325044688,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
3.8878066775757576,0.02473422791284285,0.07137551522387019,0.07271334412753461,0.003995648316671542,0.06341220696311012,0.9670747269654544,0.032380168590426,0.15815515325044688,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
4.037337703636363,0.03675584346535409,0.06120720370663368,0.0589357136321724,0.006382928973569381,0.0613319855195388,0.7861747736765354,0.03727041025937771,0.15815515325044688,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
4.18686872969697,0.048434706521046256,0.05383961045247652,0.05082310901604305,0.008645225407087218,0.06196849659244318,0.6414923795060047,0.04006678763835142,0.15815515325044688,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
4.336399755757576,0.060255060740601905,0.04857864581991058,0.04156463325765723,0.011152220535887897,0.06442704045506664,0.5363576839892661,0.04066272198760106,0.15815515325044688,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
4.4859307818181815,0.07404581001382478,0.04553789380711006,0.03423222195464654,0.01368845211008281,0.06815616848192073,0.45052735849019426,0.04009278798105803,0.0777975004755548,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
4.635461807878788,0.09010790271203421,0.04539828779420428,0.028978214481559465,0.015233598474384652,0.07286417724315482,0.4095156271032072,0.039135952375566066,7.676804251802233e-05,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
4.784992833939394,0.10844027057244812,0.04615362631687137,0.024709695017492803,0.01609097500420881,0.08011626788786202,0.38775344710592924,0.03661362468942179,7.676804251802233e-05,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
4.93452386,0.12781971272896375,0.04832629496825454,0.023132375973318672,0.016655226432056185,0.08777015504278685,0.3736069643935805,0.03433729165953333,7.676804251802233e-05,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
5.084054886060606,0.14412852282325522,0.05173685898333649,0.02262326676542299,0.016626885075490143,0.09774295390412827,0.3632435251912655,0.03225642776495724,7.676804251802233e-05,0.0018452901584652163,0.021777474798364203,2.71905,3.80599721669684
5.233585912121212,0.16387380615863872,0.056409626231064706,0.023035285403324543,0.016230704127952036,0.11061097541999497,0.3568304546204069,0.029966891607775426,7.676804251802233e-05,0.0018452901584652163,0.007603228099226426,2.71905,3.80599721669684
5.383116938181818,0.18123536098964474,0.0620721447007424,0.023846368750235637,0.015423772137124385,0.12290261902334038,0.3568729010012028,0.027619943284855397,7.676804251802233e-05,0.0018452901584652163,1.2795566279628161e-08,2.71905,3.80599721669684
5.532647964242424,0.1867348808566205,0.06785653823488892,0.02537363350605137,0.014547359446109343,0.13364692164725656,0.36473563132715847,0.02518610345246222,7.676804251802233e-05,0.0018452901584652163,1.2795566279628161e-08,2.71905,3.80599721669684
5.68217899030303,0.18357678880420414,0.07510626722822568,0.029072293943908218,0.0137736346193315,0.1402614344544733,0.37597307255575263,0.02318277104438588,7.676804251802233e-05,0.0018452901584652163,1.2795566279628161e-08,2.71905,3.80599721669684
5.831710016363636,0.17483645366901765,0.0827333248234661,0.0327714365728441,0.01281267746661965,0.1459796306388055,0.39478542924346033,0.021252747476397087,7.676804251802233e-05,0.0018452901584652163,1.2795566279628161e-08,2.71905,3.80599721669684
5.981241042424243,0.1673529184386552,0.0887888077397985,0.036373105682564404,0.011986839974292538,0.1477906130688322,0.4162937782846921,0.020039153939976302,7.676804251802233e-05,0.0017541233232508543,1.2795566279628161e-08,2.71905,3.80599721669684
6.130772068484848,0.15827912381160136,0.09430486604211134,0.04161137547796613,0.011252162909602601,0.14410913296815425,0.43891468139603523,0.01900776907576632,7.676804251802233e-05,2.7116218154637505e-16,1.2795566279628161e-08,2.71905,3.80599721669684
6.280303094545454,0.14728063800666236,0.09665234593712756,0.04661562197549538,0.010445408248583182,0.13810871875559164,0.4695389696536858,0.01876257565516089,7.676804251802233e-05,2.7116218154637505e-16,1.2795566279628161e-08,2.71905,3.80599721669684
6.429834120606061,0.1354757472883294,0.09649239905143367,0.05103312548008209,0.009735280243723197,0.12916841357486408,0.5132214886746449,0.018898173279252348,7.676804251802233e-05,2.7116218154637505e-16,1.2795566279628161e-08,2.71905,3.80599721669684
6.5793651466666665,0.12756817006961155,0.0931127186117527,0.05440175876692626,0.009209606537430907,0.11998958704370637,0.5395701911877262,0.019417075013840494,7.676804251802233e-05,2.7116218154637505e-16,1.2795566279628161e-08,2.71905,3.80599721669684
6.728896172727272,0.11558586289549881,0.0881024705189131,0.05800076296088275,0.008679531705431948,0.11357369750504864,0.5586437684955304,0.02056664684194336,2.8582873400900186e-05,2.7116218154637505e-16,1.2795566279628161e-08,2.71905,3.80599721669684
6.878427198787879,0.10999721557804085,0.0832916667988126,0.06095266264003543,0.008404059203330176,0.10818724879948108,0.5761258868690391,0.022145915133206785,3.4364115880538848e-06,2.7116218154637505e-16,1.2795566279628161e-08,2.71905,3.80599721669684
7.027958224848485,0.10999721557804085,0.07888615735701544,0.06264711566377133,0.008330722066124754,0.10371452602355295,0.5819270311575894,0.02386563899828925,3.4364115880538848e-06,2.7116218154637505e-16,1.2795566279628161e-08,2.71905,3.80599721669684
7.17748925090909,0.11274908098180828,0.07534128606984752,0.06377336227737766,0.008490729138337146,0.10026642736070168,0.5766377053766842,0.025377109107961357,3.4364115880538848e-06,2.7116218154637505e-16,1.2795566279628161e-08,2.71905,3.80599721669684
7.327020276969697,0.11557399766010491,0.07283471137478004,0.06399347580795657,0.008820181383380109,0.09853215557996549,0.5593976385894424,0.0272757552978232,3.4364115880538848e-06,2.7116218154637505e-16,1.2795566279628161e-08,2.71905,3.80599721669684
7.476551303030303,0.1176525086420783,0.06998020757156391,0.06291808267201854,0.009359615736977358,0.09766613007227236,0.5399405631487865,0.028595999951470313,3.4364115880538848e-06,2.7116218154637505e-16,1.2795566279628161e-08,2.71905,3.80599721669684
7.626082329090909,0.12113804640369687,0.06774363982263805,0.06088349224608931,0.009979420430688904,0.0972489195591154,0.5200634880567857,0.029450513398772617,3.4364115880538848e-06,2.7116218154637505e-16,1.2795566279628161e-08,2.71905,3.80599721669684
7.775613355151515,0.12726746545340192,0.06636898234949064,0.05825877136844067,0.01069373879381437,0.09746424158115896,0.5024816003412653,0.030122810824726155,3.4364115880538848e-06,2.7116218154637505e-16,1.1450180851506728e-08,2.71905,3.80599721669684
7.925144381212121,0.13282336882794057,0.06571277549087964,0.05578411013936059,0.011443141290057897,0.09887536415351682,0.48665366185709924,0.03053452438879925,3.4364115880538848e-06,2.7116218154637505e-16,2.633136834711584e-09,2.71905,3.80599721669684
8.074675407272727,0.1364574202740299,0.06552330543181674,0.05297687390109409,0.012111031246117938,0.10159222341497141,0.4727172090356741,0.03038369755343239,3.4364115880538848e-06,2.7116218154637505e-16,1.5229966588114286e-10,2.71905,3.80599721669684
8.224206433333332,0.13824539619822115,0.06597308521001957,0.04970249438860442,0.012729929266700739,0.10493596217947397,0.4604721774415251,0.029833886941393294,3.4364115880538848e-06,2.7116218154637505e-16,1.5229966588114286e-10,2.71905,3.80599721669684
8.37373745939394,0.1407353374695175,0.06625459630872808,0.0476353387012782,0.013167699142153851,0.10841277090088051,0.4565182544486457,0.029061091807703363,3.4364115880538848e-06,2.7116218154637505e-16,1.5229966588114286e-10,2.71905,3.80599721669684
8.523268485454546,0.14414337383720846,0.06719938844235432,0.045583693265345705,0.013575365793557493,0.11174484944608301,0.4562218237072815,0.028219786883704433,3.4364115880538848e-06,2.7116218154637505e-16,1.5229966588114286e-10,2.71905,3.80599721669684
8.672799511515151,0.14492044363481713,0.06863740676745357,0.04408250610664314,0.013771677202329314,0.11416503124138955,0.45626427017755977,0.02729004445607051,3.4364115880538848e-06,2.7116218154637505e-16,1.5229966588114286e-10,2.71905,3.80599721669684
8.822330537575757,0.14492044363481713,0.07037702678870769,0.04305043871720687,0.01374220586624425,0.11721919643328174,0.4571539723290603,0.02664174771162009,3.4364115880538848e-06,2.7116218154637505e-16,1.5229966588114286e-10,2.71905,3.80599721669684
8.971861563636363,0.14358346712274286,0.07270909230762071,0.04249003878765262,0.01356654740922209,0.1198895913901949,0.45987652610900875,0.025835695850584282,2.449860344267331e-06,7.32338931945818e-17,1.5229966588114286e-10,2.71905,3.80599721669684
9.121392589696969,0.14032736918121017,0.07485317722061396,0.04239220451266948,0.013314744322809761,0.12130071396255276,0.4649171355021983,0.025034517127011952,4.719474386262411e-08,2.941256409870867e-19,1.5229966588114286e-10,2.71905,3.80599721669684
9.270923615757576,0.13676738836572663,0.07652337795811068,0.042819888459822035,0.012959139418822799,0.12216049534118315,0.4732258580570299,0.024408108542198433,4.4461501460445364e-10,2.941256409870867e-19,1.5229966588114286e-10,2.71905,3.80599721669684
9.420454641818182,0.13223972792386654,0.07825664265998905,0.04333592648486335,0.012590478604754905,0.122234131768581,0.48124915270026203,0.023910923512969584,4.4461501460445364e-10,2.941256409870867e-19,1.5229966588114286e-10,2.71905,3.80599721669684
9.569985667878788,0.13095115247377376,0.07988891064650644,0.04391450549987018,0.01225214211450857,0.12160754974860313,0.4894914912189884,0.023724363295382897,4.4461501460445364e-10,2.941256409870867e-19,1.5229966588114286e-10,2.71905,3.80599721669684
9.719516693939394,0.13095115247377376,0.08006739671794912,0.04456673396488223,0.01187668381742439,0.12021173509852343,0.49782743150504416,0.0236807624983532,4.4461501460445364e-10,2.941256409870867e-19,1.5229966588114286e-10,2.71905,3.80599721669684
9.86904772,0.12847212993403964,0.08015189462668935,0.04551540481191859,0.011411732795381744,0.11838435504671799,0.5057630869778765,0.02372798483235577,4.4461501460445364e-10,2.941256409870867e-19,1.5229966588114286e-10,2.71905,3.80599721669684
10.018578746060607,0.12629472198398073,0.08013139156944607,0.046212817396584935,0.010950212095815672,0.11633803279229639,0.5143696891927191,0.02381954766198266,4.4461501460445364e-10,2.941256409870867e-19,1.5229966588114286e-10,2.71905,3.80599721669684
10.168109772121213,0.12629472198398073,0.07930563217752179,0.04686504581635832,0.01062025058226528,0.11492872747930945,0.5168959257748845,0.024011848199020327,4.4461501460445364e-10,2.941256409870867e-19,1.5229966588114286e-10,2.71905,3.80599721669684
10.317640798181818,0.12629472198398073,0.07799488898201311,0.04716076265551971,0.010491006139385898,0.11333373362916396,0.5152170468630232,0.02431657203572906,4.4461501460445364e-10,2.941256409870867e-19,9.635962847177478e-11,2.71905,3.80599721669684
10.467171824242424,0.12725445679484468,0.07686554698436425,0.047279014648538426,0.010453368343237367,0.11164278505519323,0.5117425938382988,0.024668982655803303,4.4461501460445364e-10,2.941256409870867e-19,1.1512524839956343e-11,2.71905,3.80599721669684
10.61670285030303,0.1289388403087187,0.075883796799934,0.047346252491439755,0.010454964958164826,0.11043875613327087,0.5074658228914163,0.024975730699993256,4.4461501460445364e-10,2.941256409870867e-19,1.8071370965205516e-17,2.71905,3.80599721669684
10.766233876363636,0.1309114234776948,0.07510235934165804,0.047261179209110195,0.010477296118961359,0.10938985843174086,0.5028133195831794,0.025440272732712706,4.4461501460445364e-10,2.941256409870867e-19,1.8071370965205516e-17,2.71905,3.80599721669684
10.915764902424243,0.12687501797080866,0.0744180732553071,0.04703717909731068,0.010508640054360483,0.10938985843174086,0.4989615949659244,0.02592344936079761,4.4461501460445364e-10,2.941256409870867e-19,1.8071370965205516e-17,2.71905,3.80599721669684
11.065295928484849,0.12629472198398073,0.0739077762009165,0.046699894639592156,0.010597760627428473,0.10971116988156134,0.4973386542634685,0.026334006639900216,4.4461501460445364e-10,2.941256409870867e-19,1.8071370965205516e-17,2.71905,3.80599721669684
11.214826954545455,0.12629472198398073,0.07421907057010028,0.04643307390916378,0.010753532047378354,0.11041484767723178,0.4907088408854552,0.026676980204624473,1.9337295830567528e-10,2.941256409870867e-19,1.8071370965205516e-17,2.71905,3.80599721669684
11.36435798060606,0.12760516170174688,0.07449741921533881,0.04628180306158629,0.01094818174275756,0.11104178865668081,0.4871914531800822,0.026971606356075397,3.0075292827929267e-11,2.941256409870867e-19,1.8071370965205516e-17,2.71905,3.80599721669684
11.513889006666666,0.13060402129797047,0.07449741921533881,0.046192498214832865,0.011172195071662878,0.11141334814963141,0.4861604841229159,0.027078663215305904,3.0075292827929267e-11,2.941256409870867e-19,1.8071370965205516e-17,2.71905,3.80599721669684
11.663420032727272,0.13095115247377376,0.07449741921533881,0.045996829666615384,0.011373224866970908,0.11141334814963141,0.4862029304409653,0.027123157427577232,3.0075292827929267e-11,2.941256409870867e-19,1.8071370965205516e-17,2.71905,3.80599721669684
11.81295105878788,0.13303601171128304,0.07449741921533881,0.04571437619698187,0.011549909004732142,0.11199936711043004,0.4862453770591488,0.027035430458876814,3.0075292827929267e-11,2.639430821760707e-19,1.8071370965205516e-17,2.71905,3.80599721669684
11.962482084848485,0.1332793675645024,0.07449741921533881,0.04546110986142614,0.011714430212891093,0.11264996635156681,0.48628782366565765,0.026912396615614762,3.0075292827929267e-11,6.808861441945931e-20,1.8071370965205516e-17,2.71905,3.80599721669684
12.112013110909091,0.1332793675645024,0.07449741921533881,0.04546110986142614,0.011848222372283876,0.11327690733101584,0.48633027018230757,0.026723751381395575,3.0075292827929267e-11,9.996881531166888e-30,1.8071370965205516e-17,2.71905,3.80599721669684
12.261544136969697,0.12990471103349127,0.07471808553803662,0.045691478066384364,0.01194158155635493,0.1141679290941967,0.4863727167496673,0.0264442987496055,3.0075292827929267e-11,9.996881531166888e-30,1.8071370965205516e-17,2.71905,3.80599721669684
12.411075163030302,0.12862293722887724,0.0754398317713354,0.046052403275622246,0.011998827338134265,0.11514938699674405,0.48727014024655,0.026223911686482512,3.0075292827929267e-11,9.996881531166888e-30,1.8071370965205516e-17,2.71905,3.80599721669684
12.560606189090908,0.12983050824283368,0.0754398317713354,0.046383384957448065,0.012061023288911565,0.11546032781152538,0.4904689719720961,0.026009759072605842,3.0075292827929267e-11,9.996881531166888e-30,1.8071370965205516e-17,2.71905,3.80599721669684
12.710137215151516,0.13095115247377376,0.0754398317713354,0.046750263461787095,0.012062619905568435,0.11546032781152538,0.49232147405998544,0.025810977549354245,3.0075292827929267e-11,9.996881531166888e-30,1.8071370965205516e-17,2.71905,3.80599721669684
12.859668241212121,0.13095115247377376,0.07523205501433526,0.04733402008882205,0.012002397477827184,0.11546032781152538,0.49325551771302284,0.025659001894768007,3.0075292827929267e-11,9.996881531166888e-30,1.8071370965205516e-17,2.71905,3.80599721669684
13.009199267272727,0.13145634329775652,0.07499330844333062,0.047541387376603475,0.011893743829464976,0.11485643128502293,0.49329796422967276,0.02559001915281348,3.0075292827929267e-11,9.996881531166888e-30,1.4417666753055736e-17,2.71905,3.80599721669684
13.158730293333333,0.13540285877861133,0.07472385303685379,0.04778058198718072,0.011755258367542553,0.11266315477956483,0.49334041077880325,0.02556106083074792,3.0075292827929267e-11,9.996881531166888e-30,1.1478709275802918e-18,2.71905,3.80599721669684
13.308261319393939,0.1356075828093989,0.07470187793715466,0.04806063935324959,0.01161951712021108,0.11297894827863747,0.4933828573406715,0.02556393098728423,3.0075292827929267e-11,9.996881531166888e-30,8.977941282116093e-19,2.71905,3.80599721669684
13.457792345454545,0.1332793675645024,0.07575396929000094,0.04824292562198752,0.011504748292320531,0.11330802988016746,0.49465253683498983,0.025577849023083472,2.939536913047461e-11,9.996881531166888e-30,8.977941282116093e-19,2.71905,3.80599721669684
13.607323371515152,0.1332793675645024,0.07575396929000094,0.04824292562198752,0.01146193312390807,0.11298574285156661,0.4968407383136184,0.025615448077407534,3.641806520929463e-13,9.996881531166888e-30,8.977941282116093e-19,2.71905,3.80599721669684
13.756854397575758,0.1332793675645024,0.07538611809640809,0.04831100858522087,0.011433433717498933,0.1126634558229658,0.5000395700391644,0.025659257984508015,3.641806520929463e-13,9.996881531166888e-30,8.977941282116093e-19,2.71905,3.80599721669684
13.906385423636364,0.13101110315195771,0.07478722390977856,0.048346332543815165,0.011407897119555767,0.11262182124468387,0.5002656576814072,0.02571058707386186,3.641806520929463e-13,9.996881531166888e-30,8.977941282116093e-19,2.71905,3.80599721669684
14.05591644969697,0.12954509510317472,0.07415159492954926,0.0482484983016773,0.011409493736849997,0.11262182124468387,0.4990756848683406,0.025761916163215708,3.641806520929463e-13,9.996881531166888e-30,8.977941282116093e-19,2.71905,3.80599721669684
14.205447475757575,0.12862293722887724,0.07391839437519858,0.048111123349371926,0.011411090351297637,0.11262182124468387,0.4981128796909595,0.025860873482360797,3.641806520929463e-13,9.996881531166888e-30,8.977941282116093e-19,2.71905,3.80599721669684
14.35497850181818,0.12862293722887724,0.07311514094023026,0.04780369152431244,0.011413902965968503,0.11262182124468387,0.4975323681936663,0.025973413858523867,3.641806520929463e-13,9.996881531166888e-30,8.977941282116093e-19,2.71905,3.80599721669684
14.504509527878788,0.12862293722887724,0.07292673162201115,0.04780369152431244,0.011456002057911701,0.11154651283708311,0.4937224299288715,0.02604046343342734,3.641806520929463e-13,9.996881531166888e-30,8.977941282116093e-19,2.71905,3.80599721669684
14.654040553939394,0.12862293722887724,0.07292673162201115,0.04780369152431244,0.011457598680054174,0.1111420667787344,0.4937648763801171,0.026043333592824288,3.641806520929463e-13,9.996881531166888e-30,8.977941282116093e-19,2.71905,3.80599721669684
14.80357158,0.1324561725356322,0.07308611206647334,0.04769573497754892,0.011459195293547072,0.11256707000923304,0.49380732265026944,0.026102561993770274,6.438230163565292e-14,4.9248753969053996e-30,8.278321425372624e-19,2.71905,3.80599721669684
